Drug_Name,Reason,Description
Cetafresh Cleansing Lotion 200ml,Cleanser,Dark spots removal
Cetaphil Gentle Skin Cleanser For Dry And Sensitive Skin 125ml,Cleanser,Blackheads removal
Cetaphil Cleansing Lotion 125mlCetaphil Cleansing Lotion 250ml,Cleanser,pimple free cleanser
Cetaphil OS Cleanser 125ml,Cleanser,Pimple care
Cetaphil Restoraderm Moisturizing Lotion 100ml,Cleanser,Acne care
Cidex Solution 1LtrCidex 2% Solution 5LtrCidex Solution 2Ltr,Cleanser,Dark spots removal
Clarina Face Wash Gel(Topical) 60ml,Cleanser,Blackheads removal
Cleenhands Instant Hand Sanitizer 100ml,Cleanser,pimple free cleanser
Clinsure Lotion 125mlClinsure Lotion 500ml,Cleanser,Pimple care
Cutinorm Cleansing Soap 100gm,Cleanser,Acne care
Derclean Hydro Gel Cleanser 50gm,Cleanser,Dark spots removal
Dermadew Face Wash 100ml,Cleanser,Blackheads removal
Doux Deep Cleanser Lotion 125ml,Cleanser,pimple free cleanser
ELOVERA MOISTURIZING Body Wash 150ml,Cleanser,Pimple care
GLY SEB CLEAR Bathing Bar 75gm,Cleanser,Acne care
Halozar S Oinment 20gm,Cleanser,Dark spots removal
Hymos Lotion 100ml,Cleanser,Blackheads removal
Ioprep Solution 100mlIoprep Solution 500ml,Cleanser,pimple free cleanser
Keracnyl Triple Action Mask Cream 40ml,Cleanser,Pimple care
Ketostar Soap 75gm,Cleanser,Acne care
KLMKLIN Face Wash 50ml,Cleanser,Dark spots removal
Klmklin Aha Gel Face Wash 50ml,Cleanser,Blackheads removal
Klmklin Aha Face Wash Gel 100ml,Cleanser,pimple free cleanser
Klmklin Face Wash Gel 100ml,Cleanser,Pimple care
LITE GLO Face Wash 100ml,Cleanser,Acne care
LIVALITE Soap 75gm,Cleanser,Dark spots removal
Mesoestetic Mesopeel Azelan Gel(Topical) 50ml,Cleanser,Blackheads removal
Microshield 4% Solution 500mlMicroshield 2% Solution 100mlMicroshield 4% Solution 100mlMicroshield 5% Solution 500mlMicroshield 2% Solution 500ml,Cleanser,pimple free cleanser
Microshield Pvp 10% Solution 100mlMicroshield Pvp 10% Solution 500ml,Cleanser,Pimple care
MY FAIR Face Wash 60gm,Cleanser,Acne care
Sali Face Wash 60ml,Cleanser,Dark spots removal
Salicure 17% Ointment 30gm,Cleanser,Blackheads removal
Salvosh 2% Cream 30gm,Cleanser,pimple free cleanser
Tonenglo S Foaming Face Wash 100ml,Cleanser,Pimple care
Truface Foaming Face Wash 60ml,Cleanser,Acne care
UV Care Lite SPF 30 Lotion 50gm,Cleanser,Dark spots removal
Wokadine 5% Solution 500ml,Cleanser,Blackheads removal
ZESORIS Soap 75gm,Cleanser,pimple free cleanser
Zitcare S 1% Gel 20gm,Cleanser,Pimple care
4K Peg Granules 105gm,Constipation,"constipationÂ (infrequent bowel movements, hard and dry stools)"
Adlube Ointment 5gm,Constipation,"constipationÂ (infrequent bowel movements, hard and dry stools)"
Agarol Emulsion 120mlAgarol Syrup 120ml,Constipation,"constipationÂ (infrequent bowel movements, hard and dry stools)"
ALL Klear Granule 90gm,Constipation,"constipationÂ (infrequent bowel movements, hard and dry stools)"
Alpicno Syrup 100ml,Constipation,"constipationÂ (infrequent bowel movements, hard and dry stools)"
Aqualac Syrup 200ml,Constipation,"constipationÂ (infrequent bowel movements, hard and dry stools)"
Azkalax S Powder 100gm,Constipation,"constipationÂ (infrequent bowel movements, hard and dry stools)"
Baxativ Tablet 10'S,Constipation,"constipationÂ (infrequent bowel movements, hard and dry stools)"
Bestoloos Solution 60ml,Constipation,"constipationÂ (infrequent bowel movements, hard and dry stools)"
Biolac Syrup 100mlBiolac Syrup 200ml,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Biolax Tablet 10'S,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Bisacad 5mg Tablet 10'S,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Bisacodyl 5mg Suppository 5'S,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
BO Lax 5mg Tablet 10'S,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Bowell Sachet 10ml,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Bowlease Syrup 60ml,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Bylax Tablet 10'S,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Cadilose Green Granules 15gmCadilose Syrup 100mlCadilose Syrup 450mlCadilose Enema 250mlCadilose Solution 60mlCadilose Liquid 250mlCadilose Solution 200ml,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Calopride 2mg Tablet 10'SCalopride 1mg Tablet 10'S,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Canthalax Tablet 10'S,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Cardiolax Powder 90gm,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Castrowok Oil 50ml,Constipation,"Hepatic encephalopathy (a liver disease causing confusion, tremor, decreased level of consciousness) which can lead a hepatic coma"
Cellubril Capsule 6'SCellubril Syrup 60ml,Constipation,treatÂ constipation
Cetraben Cream 125gm,Constipation,treatÂ constipation
Cipeg Powder 121.1gm,Constipation,treatÂ constipation
Claro Syrup 100ml,Constipation,treatÂ constipation
Clearitol Granules 90gm,Constipation,treatÂ constipation
Colax 10mg Tablet 10'S,Constipation,treatÂ constipation
Colopeg Sachet 137.15gm,Constipation,treatÂ constipation
Coloprep Orange Flavour KitColoprep Lemon Flavour Kit,Constipation,treatÂ constipation
Colvac 10mg Tablet 10'S,Constipation,treatÂ constipation
Confinex 1mg Tablet 10'SConfinex 2mg Tablet 10'S,Constipation,treatÂ constipation
Conlax 5mg Suppository 5'S,Constipation,treatÂ constipation
Constez Powder 10gm,Constipation,treatÂ constipation
Constiban Suspension 170ml,Constipation,treatÂ constipation
Consticalo 1mg Tablet 10'SConsticalo 2mg Tablet 10'S,Constipation,treatÂ constipation
Constipeg Sachet 13.7Gm,Constipation,treatÂ constipation
Constivac Powder 100gm,Constipation,treatÂ constipation
Cremadiet Powder 10gmCremadiet Powder 300gm,Constipation,treatÂ constipation
Cremadiet Duo Mixed Fruit Flavour Powder 150gmCremadiet Duo Powder 90gm,Constipation,treatÂ constipation
Cremadiet Plus Powder 100gm,Constipation,treatÂ constipation
Cremadiet Powder 140gm,Constipation,treatÂ constipation
Cremaffin Mint Syrup 170mlCremaffin Plus Syrup 170mlCremaffin Plus Syrup 150mlCremaffin MF Syrup 170mlCremaffin White Syrup 170mlCremaffin Plus Syrup 200mlCremaffin Mixed Fruit Pink Syrup 450mlCremaffin FS Powder 100gm,Constipation,treatÂ constipation
Cremaffin Fresh Tablet 10'S,Constipation,treatÂ constipation
Cremaffin Mint Syrup 200mlCremaffin Mint Flavour Syrup 225ml,Constipation,treatÂ constipation
Cremaffin Mixed Fruit Syrup 200mlCremaffin Mixed Fruit Syrup 450mlCremaffin Mixed Fruit Syrup 225ml,Constipation,treatÂ constipation
Cremaffin Plus Syrup 225mlCremaffin Plus Refreshing Flavour Syrup 225ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Cremaffin Sugar Free MIXED FRUIT Emulsion 100ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Cremahep Syrup 200ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Cremalax Liquid 100mlCremalax 10mg Tablet 15'SCremalax 10mg Tablet 10'S,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Cremapeg Kit 1'S,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Crematab 10mg Tablet 10'S,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Cusena Tablet 10's,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Cutimax Cream 125gm,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Cutinorm 10% Lotion 50ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Download Granules 90gm,Constipation,treatÂ constipation
Dulcoflex Tablet 10'SDulcoflex Tablet 40'S,Constipation,treatÂ constipation
Dulcoflex Adult Suppository 5'S,Constipation,treatÂ constipation
Dulcoflex Child Suppository 5'S,Constipation,treatÂ constipation
Dulcoflex Natural 37.5mg Tablet 10'S,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Dulcolax 5mg Suppository 5'SDulcolax 5mg Tablet 10'SDulcolax 10mg Suppository 5'S,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Dulfre 5mg Tablet 10'S,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Duolaxin Liquid 200ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Duphalac Oral Solution 250mlDuphalac Oral Solution 200mlDuphalac Oral Solution 150mlDuphalac Lemon Flavour Oral Solution 250mlDuphalac Syrup 100mlDuphalac Lemon Flavour Oral Solution 150mlDuphalac Enema 300mlDuphalac Lemon Flavour Oral Solution 450mlDuphalac Syrup 200mlDuphalac Liquid 60ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Duphalac Bulk Lemon Flavor Oral Solution 160ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Duphalac Fiber Solution 200ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Duphalac Oral Solution 450ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Easylax Syrup 170ml,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
EASYLAX PLUS ORAL Emulsion 170ml,Constipation,treatÂ constipation
Eazygut Syrup 150ml,Constipation,treatÂ constipation
Eldoluc Syrup 100ml,Constipation,treatÂ constipation
Emty Oral Solution 100mlEmty Oral Solution 200ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Encelax Powder 10gmEncelax Syrup 200mlEncelax Powder 20gmEncelax 10gm Syrup 50mlEncelax 3.33Gm Syrup 450ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Enema Bp Liquid 100ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Esivac 3.33Gm Solution 150mlEsivac Oral Solution 180mlEsivac Solution 200ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
EVA Q Syrup 100mlEVA Q Syrup 450mlEVA Q Syrup 200mlEVA Q Fiber Granules 375gmEVA Q Fiber Granules 100gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
EVA Q Child Pack Syrup 100ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
EVA Q P Powder 100gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Evacuol Granules 75gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Evict Solution 90mlEvict Solution 450mlEvict Solution 180mlEvict Syrup 200mlEvict Fibre Granules 100gmEvict Solution 100mlEvict 10gm Syrup 400ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Evict Fibre Granule 120gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Evict XF Syrup 90ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Exelyte Liquid 2X45ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Exitol Syrup 250mlExitol Granules 15gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Ezecor LX Granules 90gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Ezlax Powder 10.4Gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Fabolite Powder 100gmFabolite Powder 300gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Fibadiet 8.5% Powder 50gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Fiber Forte Granules 90gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Fiberfos Powder 90gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Fiberlact 10/3.5mg Powder 90gmFiberlact Syrup 100mlFiberlact Granules 90gmFiberlact Tablet 10,Constipation,"constipation, acute and chronic portal systemic encephalopathy"
Fibotab 500mg Tablet 10'S,Constipation,treatÂ constipation
Fibril Powder 100gm,Constipation,treatÂ constipation
Fibril SF Powder 100gm,Constipation,treatÂ constipation
Fibril XL Granules 90gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Fitgut 1mg Tablet 10'S,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Fostitol Plus Powder 90gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Freego Granule 150gmFreego Granules 180gmFreego Granules 90gm,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Freego Peg Syrup 200ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Freelax Liquid 100ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
Freelex 5mg Tablet 10'SFreelex Suspension 170ml,Constipation,maintain normal bowel function in people with haemorrhoids (piles). Reduces constipation
